customer_id,full_name,birth_date,gender,marital_status,occupation,education_level,income_range,religion,country,province,city,area_type,climate_zone,lifestyle_segment,interests,personal_values,brand_loyalty_score,purchase_frequency,last_purchase_date,avg_order_value,total_orders,preferred_channel,benefits_sought,feedback_score,age,generasi
CUST0203,U*** K********** S***,7/24/1980,Female,Married,Trade mark attorney,SMA,5-10M,Islam,Indonesia,Jambi,Depok,Rural,Dingin,Family-oriented,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",4,Light,2025-11-30,"1,025,181",20,App,['Ramah Lingkungan'],2,45,Gen X
CUST0204,T* H****** H******* M***,12/31/1986,Female,Married,Mechanical engineer,D3,>10M,Hindu,Indonesia,Maluku Utara,Kendari,Urban,Tropis,Luxury seeker,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",2,Heavy,2025-09-14,"1,914,059",7,Website,['Ramah Lingkungan'],1,39,Millennial
CUST0205,C****** H******,12/9/1988,Female,Single,IT consultant,S1,>10M,Hindu,Indonesia,Sumatera Barat,Pekanbaru,Suburban,Tropis,Minimalist,"['Finance', 'Tech']","['Efficiency', 'Prestige']",4,Light,2026-01-10,"1,484,800",19,Website,['Hemat'],4,37,Millennial
CUST0206,K**** P*******,12/14/1986,Male,Single,Dancer,SMA,5-10M,Katolik,Indonesia,Sulawesi Barat,Lubuklinggau,Urban,Dingin,Eco-conscious,"['Parenting', 'Cooking']","['Sustainability', 'Community']",2,Non-user,2025-07-20,"1,735,839",21,Offline,['Hemat'],1,39,Millennial
CUST0207,G****** P******,11/29/1988,Female,Married,Museum education officer,D3,>10M,Hindu,Indonesia,Jawa Tengah,Kupang,Rural,Tropis,Minimalist,"['Parenting', 'Cooking']","['Sustainability', 'Community']",3,Medium,2025-11-04,"1,376,464",14,App,['Hemat'],2,37,Millennial
CUST0208,V***** L******,5/26/1988,Female,Married,Recycling officer,S2,5-10M,Kristen,Indonesia,Nusa Tenggara Barat,Purwokerto,Urban,Dingin,Minimalist,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",4,Light,2025-10-14,"2,076,759",20,Offline,"['Estetika', 'Fungsi']",1,37,Millennial
CUST0209,P*** L******* S***,10/6/1985,Female,Single,Special effects artist,S1,<5M,Hindu,Indonesia,Jawa Barat,Cimahi,Rural,Tropis,Eco-conscious,"['Parenting', 'Cooking']","['Efficiency', 'Prestige']",7,Medium,2025-11-18,"1,539,022",13,Offline,['Ramah Lingkungan'],4,40,Millennial
CUST0210,D** H***** M******* S***,1/14/1982,Male,Single,Broadcast journalist,D3,<5M,Kristen,Indonesia,Bengkulu,Batu,Suburban,Tropis,Family-oriented,"['Finance', 'Tech']","['Efficiency', 'Prestige']",6,Heavy,2025-12-01,"1,504,016",23,App,['Kualitas'],3,44,Gen X
CUST0211,K****** H****,3/6/1985,Male,Single,Waste management officer,S1,>10M,Hindu,Indonesia,Sumatera Selatan,Jambi,Suburban,Dingin,Family-oriented,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",4,Heavy,2025-11-17,"545,978",0,Offline,['Kualitas'],5,40,Millennial
CUST0212,A****** N*******,9/23/2002,Male,Single,Structural engineer,S1,<5M,Islam,Indonesia,Sumatera Barat,Surabaya,Rural,Dingin,Luxury seeker,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",3,Non-user,2025-10-04,"1,355,753",4,Website,['Kualitas'],2,23,Gen Z
CUST0213,T* A*** M********,6/11/1980,Male,Single,Planning and development surveyor,S1,5-10M,Hindu,Indonesia,Kepulauan Riau,Pontianak,Urban,Tropis,Luxury seeker,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",8,Non-user,2025-12-20,"1,797,691",14,Website,"['Estetika', 'Fungsi']",4,45,Gen X
CUST0214,D**** N******,2/20/1986,Male,Married,Water quality scientist,S1,>10M,Hindu,Indonesia,Sumatera Utara,Bengkulu,Rural,Tropis,Eco-conscious,"['Parenting', 'Cooking']","['Family-first', 'Security']",1,Medium,2025-10-27,"1,417,081",12,App,"['Estetika', 'Fungsi']",5,39,Millennial
CUST0215,H**** W******,8/17/1988,Male,Married,Psychiatric nurse,S2,<5M,Hindu,Indonesia,Riau,Kota Administrasi Jakarta Timur,Suburban,Dingin,Family-oriented,"['Finance', 'Tech']","['Family-first', 'Security']",5,Heavy,2025-11-03,"1,802,394",4,Social Media,"['Estetika', 'Fungsi']",1,37,Millennial
CUST0216,S**** Y******** S***,4/25/1988,Male,Single,Chief Financial Officer,S2,<5M,Hindu,Indonesia,DKI Jakarta,Langsa,Suburban,Dingin,Eco-conscious,"['Finance', 'Tech']","['Family-first', 'Security']",10,Medium,2025-10-03,"2,235,734",2,Offline,['Ramah Lingkungan'],2,37,Millennial
CUST0217,M***** A*********,12/11/1992,Male,Single,Dramatherapist,S2,<5M,Katolik,Indonesia,Sulawesi Utara,Purwokerto,Urban,Dingin,Luxury seeker,"['Parenting', 'Cooking']","['Family-first', 'Security']",1,Medium,2025-08-02,"2,302,569",18,Website,['Kualitas'],2,33,Millennial
CUST0218,P*** P**** G******,1/18/1997,Male,Single,Event organiser,S2,>10M,Katolik,Indonesia,Nusa Tenggara Barat,Sukabumi,Suburban,Dingin,Minimalist,"['Finance', 'Tech']","['Sustainability', 'Community']",3,Medium,2025-08-27,"257,949",24,Offline,['Hemat'],4,29,Millennial
CUST0219,M**** S*******,8/6/2003,Female,Single,Speech and language therapist,S2,5-10M,Kristen,Indonesia,Banten,Kota Administrasi Jakarta Timur,Urban,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Family-first', 'Security']",2,Heavy,2025-11-03,"800,605",17,Offline,['Kualitas'],1,22,Gen Z
CUST0220,Y*** P******,6/7/2002,Male,Single,Theatre manager,S1,<5M,Islam,Indonesia,Maluku Utara,Cirebon,Urban,Tropis,Minimalist,"['Interior', 'Eco Living']","['Sustainability', 'Community']",1,Heavy,2025-08-13,"1,188,153",5,Website,['Ramah Lingkungan'],5,23,Gen Z
CUST0221,K**** P******,8/20/2005,Male,Married,Tax adviser,SMA,5-10M,Islam,Indonesia,Maluku,Batu,Suburban,Dingin,Minimalist,"['Parenting', 'Cooking']","['Sustainability', 'Community']",7,Heavy,2025-12-26,"908,874",4,App,['Ramah Lingkungan'],3,20,Gen Z
CUST0222,H* N***** H******* M****,4/13/1993,Female,Single,Logistics and distribution manager,D3,>10M,Budha,Indonesia,Jawa Barat,Meulaboh,Urban,Tropis,Eco-conscious,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",7,Light,2025-07-27,"834,235",18,Offline,['Kualitas'],5,32,Millennial
CUST0223,R**** S******,5/13/1983,Female,Married,"Therapist, nutritional",S2,>10M,Kristen,Indonesia,DI Yogyakarta,Kediri,Rural,Tropis,Minimalist,"['Finance', 'Tech']","['Sustainability', 'Community']",2,Heavy,2025-10-02,"1,295,993",25,App,['Kualitas'],5,42,Millennial
CUST0224,d*** J*** P******* S******,2/23/1991,Female,Single,Surgeon,S1,5-10M,Katolik,Indonesia,Kepulauan Riau,Subulussalam,Rural,Tropis,Eco-conscious,"['Finance', 'Tech']","['Freedom', 'Minimalism']",5,Heavy,2026-01-15,"942,488",16,Offline,['Hemat'],1,34,Millennial
CUST0225,P******* S******,10/24/1992,Female,Married,Hotel manager,SMA,5-10M,Kristen,Indonesia,Papua Barat,Denpasar,Urban,Dingin,Minimalist,"['Parenting', 'Cooking']","['Family-first', 'Security']",1,Medium,2025-12-18,"1,333,365",20,Social Media,['Ramah Lingkungan'],4,33,Millennial
CUST0226,H****** U****,6/4/1988,Female,Single,"Designer, exhibition/display",S1,>10M,Budha,Indonesia,Kepulauan Riau,Bau-Bau,Rural,Dingin,Eco-conscious,"['Finance', 'Tech']","['Freedom', 'Minimalism']",6,Heavy,2025-12-07,"2,431,630",8,App,['Ramah Lingkungan'],4,37,Millennial
CUST0227,A******* S******,4/19/1993,Male,Married,"Producer, television/film/video",D3,>10M,Budha,Indonesia,Gorontalo,Mataram,Urban,Dingin,Minimalist,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",7,Heavy,2025-09-24,"1,368,372",7,Offline,"['Estetika', 'Fungsi']",3,32,Millennial
CUST0228,C****** A*****,12/11/2005,Male,Married,"Production assistant, radio",D3,>10M,Islam,Indonesia,Jawa Barat,Bima,Suburban,Tropis,Luxury seeker,"['Travel', 'Fitness']","['Family-first', 'Security']",9,Heavy,2025-11-02,"2,047,807",16,Website,['Kualitas'],3,20,Gen Z
CUST0229,G***** P********,12/1/1998,Female,Married,Chief Financial Officer,S1,>10M,Kristen,Indonesia,Bali,Bima,Urban,Tropis,Luxury seeker,"['Travel', 'Fitness']","['Family-first', 'Security']",7,Heavy,2025-11-09,"259,247",1,App,['Ramah Lingkungan'],4,27,Millennial
CUST0230,L**** W*******,5/22/2000,Male,Married,Chartered accountant,SMA,<5M,Budha,Indonesia,Aceh,Meulaboh,Suburban,Tropis,Minimalist,"['Finance', 'Tech']","['Efficiency', 'Prestige']",5,Light,2025-12-04,"1,447,621",24,Social Media,['Hemat'],3,25,Gen Z
CUST0231,M**** W*****,1/29/1999,Male,Married,"Doctor, general practice",SMA,<5M,Islam,Indonesia,Sumatera Utara,Samarinda,Rural,Tropis,Luxury seeker,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",5,Medium,2025-08-12,"2,372,375",25,Offline,['Kualitas'],2,26,Gen Z
CUST0232,A*** M*****,3/11/1989,Male,Married,"Presenter, broadcasting",S2,5-10M,Islam,Indonesia,Sumatera Barat,Kota Administrasi Jakarta Timur,Urban,Tropis,Family-oriented,"['Travel', 'Fitness']","['Sustainability', 'Community']",7,Heavy,2025-09-08,"443,769",12,Website,"['Estetika', 'Fungsi']",5,36,Millennial
CUST0233,H****** P******,5/15/1994,Female,Married,Research scientist (life sciences),D3,5-10M,Budha,Indonesia,DI Yogyakarta,Pariaman,Urban,Dingin,Luxury seeker,"['Travel', 'Fitness']","['Family-first', 'Security']",2,Non-user,2025-11-09,"948,381",20,Social Media,"['Estetika', 'Fungsi']",2,31,Millennial
CUST0234,G***** A*******,1/8/2001,Male,Married,Occupational hygienist,S1,<5M,Hindu,Indonesia,Gorontalo,Palu,Urban,Dingin,Minimalist,"['Parenting', 'Cooking']","['Family-first', 'Security']",1,Heavy,2025-09-19,"1,319,502",11,Social Media,"['Estetika', 'Fungsi']",2,25,Gen Z
CUST0235,M*** Y*******,2/21/2001,Female,Single,"Therapist, music",SMA,5-10M,Hindu,Indonesia,Sulawesi Tengah,Magelang,Rural,Tropis,Minimalist,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",9,Non-user,2025-08-12,"1,151,837",13,Website,['Kualitas'],5,24,Gen Z
CUST0236,I***** N******,4/6/1990,Male,Married,Occupational therapist,SMA,5-10M,Katolik,Indonesia,Kalimantan Selatan,Sibolga,Urban,Dingin,Family-oriented,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",3,Heavy,2025-09-16,"1,913,576",22,Social Media,['Hemat'],5,35,Millennial
CUST0237,K***** S*******,12/15/1989,Female,Single,"Nurse, learning disability",S2,5-10M,Kristen,Indonesia,Kalimantan Utara,Samarinda,Suburban,Dingin,Eco-conscious,"['Travel', 'Fitness']","['Family-first', 'Security']",6,Non-user,2025-09-25,"1,701,226",1,App,['Kualitas'],2,36,Millennial
CUST0238,P****** P*********** S****,12/1/1983,Male,Single,"Psychologist, clinical",S2,<5M,Budha,Indonesia,Kalimantan Barat,Semarang,Suburban,Dingin,Family-oriented,"['Finance', 'Tech']","['Efficiency', 'Prestige']",6,Light,2025-12-01,"1,533,122",21,Offline,"['Estetika', 'Fungsi']",3,42,Millennial
CUST0239,d*** S***** M********* S****,3/5/1987,Male,Single,Immunologist,S2,>10M,Kristen,Indonesia,DI Yogyakarta,Kupang,Suburban,Tropis,Minimalist,"['Travel', 'Fitness']","['Sustainability', 'Community']",9,Light,2025-09-01,"496,821",9,App,['Kualitas'],4,38,Millennial
CUST0240,d** B**** H******** M***,8/21/1988,Female,Married,Quality manager,S2,>10M,Hindu,Indonesia,Sulawesi Selatan,Tasikmalaya,Suburban,Dingin,Luxury seeker,"['Finance', 'Tech']","['Family-first', 'Security']",3,Medium,2025-11-07,"1,499,699",11,Social Media,['Kualitas'],3,37,Millennial
CUST0241,T*** N**** N******* M***,9/5/1993,Male,Single,Chartered certified accountant,SMA,<5M,Islam,Indonesia,Banten,Probolinggo,Urban,Dingin,Family-oriented,"['Finance', 'Tech']","['Sustainability', 'Community']",3,Non-user,2025-08-07,"2,185,344",25,Social Media,['Kualitas'],4,32,Millennial
CUST0242,H** S***** Y*******,6/26/1988,Female,Married,Office manager,S2,>10M,Katolik,Indonesia,Banten,Cimahi,Urban,Tropis,Family-oriented,"['Travel', 'Fitness']","['Family-first', 'Security']",4,Light,2025-12-10,"1,174,385",17,Offline,['Hemat'],1,37,Millennial
CUST0243,E** P*******,4/28/1991,Female,Married,"Sales professional, IT",SMA,>10M,Budha,Indonesia,Aceh,Bima,Suburban,Tropis,Luxury seeker,"['Interior', 'Eco Living']","['Family-first', 'Security']",9,Heavy,2025-12-09,"1,427,553",19,App,['Kualitas'],4,34,Millennial
CUST0244,M***** W******,9/10/1997,Male,Married,Theatre stage manager,SMA,>10M,Katolik,Indonesia,Papua,Palopo,Rural,Tropis,Family-oriented,"['Parenting', 'Cooking']","['Family-first', 'Security']",10,Light,2025-11-28,"1,197,286",25,Offline,['Ramah Lingkungan'],2,28,Millennial
CUST0245,C******** S********,1/25/1997,Male,Married,Pathologist,S1,>10M,Islam,Indonesia,Bali,Malang,Rural,Dingin,Luxury seeker,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",10,Heavy,2026-01-11,"895,335",2,Website,['Hemat'],3,28,Millennial
CUST0246,I** S******,12/17/1982,Female,Married,"Programmer, applications",S1,<5M,Katolik,Indonesia,Jawa Tengah,Tegal,Urban,Tropis,Luxury seeker,"['Finance', 'Tech']","['Family-first', 'Security']",6,Medium,2025-12-16,"837,818",22,Website,"['Estetika', 'Fungsi']",2,43,Gen X
CUST0247,I***** H******,1/29/1987,Male,Single,"Investment banker, operational",D3,5-10M,Budha,Indonesia,Sulawesi Utara,Malang,Urban,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Efficiency', 'Prestige']",8,Medium,2025-07-30,"724,428",23,Offline,['Hemat'],3,38,Millennial
CUST0248,S***** S******,4/4/1990,Male,Single,Clinical embryologist,S2,<5M,Hindu,Indonesia,Jambi,Tarakan,Suburban,Dingin,Family-oriented,"['Finance', 'Tech']","['Family-first', 'Security']",7,Non-user,2025-11-25,"840,907",16,Social Media,['Hemat'],3,35,Millennial
CUST0249,R*** G******* P*******,8/19/1985,Female,Married,Physiological scientist,SMA,5-10M,Islam,Indonesia,Kalimantan Barat,Pematangsiantar,Rural,Dingin,Family-oriented,"['Interior', 'Eco Living']","['Freedom', 'Minimalism']",5,Light,2025-10-14,"2,055,212",8,Social Media,"['Estetika', 'Fungsi']",2,40,Millennial
CUST0250,M**** W******,12/6/1987,Male,Married,Podiatrist,D3,>10M,Katolik,Indonesia,Kalimantan Barat,Sorong,Rural,Tropis,Eco-conscious,"['Travel', 'Fitness']","['Sustainability', 'Community']",7,Heavy,2025-10-01,"1,431,845",21,Social Media,['Ramah Lingkungan'],2,38,Millennial
CUST0251,A**** P******,1/12/1981,Female,Single,"Engineer, land",SMA,5-10M,Islam,Indonesia,Sulawesi Selatan,Palopo,Rural,Tropis,Eco-conscious,"['Finance', 'Tech']","['Sustainability', 'Community']",2,Heavy,2025-09-09,"2,176,992",4,Social Media,['Kualitas'],1,45,Gen X
CUST0252,D** C****** U***** S****,8/21/2005,Male,Married,"Engineer, chemical",S2,5-10M,Islam,Indonesia,Gorontalo,Samarinda,Rural,Dingin,Minimalist,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",5,Medium,2025-10-13,"2,006,645",8,App,"['Estetika', 'Fungsi']",4,20,Gen Z
CUST0253,I** G**** R******,12/2/1983,Female,Married,Network engineer,S1,<5M,Kristen,Indonesia,Sumatera Barat,Surakarta,Suburban,Tropis,Family-oriented,"['Finance', 'Tech']","['Family-first', 'Security']",3,Non-user,2025-11-12,"493,969",17,Social Media,['Kualitas'],5,42,Millennial
CUST0254,D** R**** N****** S***,5/25/1993,Male,Married,Volunteer coordinator,SMA,5-10M,Islam,Indonesia,Nusa Tenggara Timur,Malang,Urban,Tropis,Minimalist,"['Parenting', 'Cooking']","['Sustainability', 'Community']",8,Medium,2025-11-08,"1,718,947",0,App,"['Estetika', 'Fungsi']",3,32,Millennial
CUST0255,G**** L*******,12/4/1982,Male,Married,"Education officer, museum",S2,>10M,Budha,Indonesia,Jambi,Lubuklinggau,Urban,Dingin,Family-oriented,"['Parenting', 'Cooking']","['Family-first', 'Security']",2,Medium,2025-09-27,"257,442",22,Social Media,['Hemat'],5,43,Gen X
CUST0256,R*** M******,8/20/2003,Female,Married,"Teacher, special educational needs",S2,5-10M,Islam,Indonesia,Papua Barat,Pekanbaru,Rural,Tropis,Minimalist,"['Interior', 'Eco Living']","['Sustainability', 'Community']",8,Light,2025-09-29,"1,707,533",5,App,"['Estetika', 'Fungsi']",2,22,Gen Z
CUST0257,R*** J***** S******,6/8/1994,Female,Married,Counselling psychologist,SMA,>10M,Katolik,Indonesia,Kalimantan Barat,Pasuruan,Suburban,Tropis,Family-oriented,"['Finance', 'Tech']","['Efficiency', 'Prestige']",1,Medium,2025-08-22,"307,070",18,Website,"['Estetika', 'Fungsi']",4,31,Millennial
CUST0258,d** A**** L******* S****,9/29/1990,Male,Married,"Engineer, broadcasting (operations)",S2,>10M,Budha,Indonesia,Bengkulu,Solok,Suburban,Tropis,Eco-conscious,"['Interior', 'Eco Living']","['Sustainability', 'Community']",6,Heavy,2025-12-22,"1,162,393",6,Social Media,['Kualitas'],5,35,Millennial
CUST0259,T**** H********,2/7/1993,Male,Single,Records manager,D3,<5M,Hindu,Indonesia,Sumatera Barat,Padang Sidempuan,Rural,Tropis,Family-oriented,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",3,Heavy,2025-08-18,"637,560",1,Offline,['Hemat'],4,32,Millennial
CUST0260,A** S********,11/8/1982,Male,Single,Equality and diversity officer,SMA,>10M,Islam,Indonesia,Kalimantan Timur,Tual,Suburban,Tropis,Eco-conscious,"['Finance', 'Tech']","['Family-first', 'Security']",6,Non-user,2025-10-29,"979,529",21,Website,['Ramah Lingkungan'],2,43,Gen X
CUST0261,D** B****** P******,11/11/1989,Male,Single,Clothing/textile technologist,S1,>10M,Islam,Indonesia,Sumatera Barat,Palu,Urban,Dingin,Luxury seeker,"['Parenting', 'Cooking']","['Efficiency', 'Prestige']",6,Medium,2025-09-07,"1,236,988",18,App,['Kualitas'],1,36,Millennial
CUST0262,H* I****** P******** S****,7/9/1998,Female,Single,"Physicist, medical",S2,<5M,Islam,Indonesia,Banten,Probolinggo,Urban,Tropis,Luxury seeker,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",7,Non-user,2025-08-05,"1,807,806",6,Website,['Ramah Lingkungan'],5,27,Millennial
CUST0263,H*** T*********,1/30/2005,Female,Single,Chartered loss adjuster,D3,5-10M,Budha,Indonesia,Banten,Langsa,Rural,Tropis,Luxury seeker,"['Parenting', 'Cooking']","['Sustainability', 'Community']",5,Light,2025-10-10,"1,192,268",17,Website,['Kualitas'],1,20,Gen Z
CUST0264,I** S*** A****** S***,1/13/1984,Male,Married,Warden/ranger,D3,>10M,Hindu,Indonesia,Nusa Tenggara Timur,Gorontalo,Rural,Tropis,Minimalist,"['Travel', 'Fitness']","['Efficiency', 'Prestige']",2,Medium,2025-08-13,"1,791,798",15,Social Media,['Kualitas'],2,42,Millennial
CUST0265,T* L***** N******,1/26/1987,Male,Married,Dispensing optician,S1,<5M,Kristen,Indonesia,Nusa Tenggara Timur,Banjarmasin,Suburban,Dingin,Minimalist,"['Parenting', 'Cooking']","['Sustainability', 'Community']",2,Heavy,2025-09-17,"2,330,938",5,Website,['Hemat'],4,38,Millennial
CUST0266,D*** S***** K******* S****,12/30/2003,Male,Single,Paramedic,S2,<5M,Budha,Indonesia,Kepulauan Riau,Kupang,Rural,Dingin,Family-oriented,"['Finance', 'Tech']","['Freedom', 'Minimalism']",4,Heavy,2026-01-11,"983,798",3,Website,"['Estetika', 'Fungsi']",2,22,Gen Z
CUST0267,Z***** M******* S***,1/21/1982,Female,Single,Dancer,S2,<5M,Budha,Indonesia,Jawa Barat,Sungai Penuh,Suburban,Tropis,Family-oriented,"['Finance', 'Tech']","['Efficiency', 'Prestige']",10,Non-user,2025-12-02,"650,637",11,Website,"['Estetika', 'Fungsi']",2,44,Gen X
CUST0268,D**** P******,12/31/1990,Female,Single,Geophysical data processor,S1,5-10M,Kristen,Indonesia,Riau,Tual,Urban,Tropis,Minimalist,"['Finance', 'Tech']","['Sustainability', 'Community']",8,Non-user,2025-11-15,"1,191,004",24,Offline,['Kualitas'],3,35,Millennial
CUST0269,P*** I********* S****,2/18/1994,Male,Single,"Scientist, biomedical",D3,>10M,Islam,Indonesia,DI Yogyakarta,Palopo,Suburban,Dingin,Luxury seeker,"['Parenting', 'Cooking']","['Family-first', 'Security']",5,Heavy,2025-12-09,"1,892,540",23,Website,['Kualitas'],3,31,Millennial
CUST0270,R**** A*********,7/4/1989,Female,Single,Chief Financial Officer,D3,>10M,Budha,Indonesia,Sumatera Barat,Palu,Urban,Dingin,Eco-conscious,"['Travel', 'Fitness']","['Family-first', 'Security']",9,Heavy,2025-12-05,"1,207,820",12,Social Media,['Hemat'],4,36,Millennial
CUST0271,I***** P******,8/22/1995,Female,Single,"Research officer, trade union",SMA,<5M,Hindu,Indonesia,Riau,Batam,Urban,Tropis,Minimalist,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",2,Heavy,2025-09-07,"1,329,512",9,Website,"['Estetika', 'Fungsi']",5,30,Millennial
CUST0272,D** W**** S******,1/10/1991,Male,Married,Art therapist,D3,5-10M,Hindu,Indonesia,Jawa Barat,Makassar,Urban,Dingin,Family-oriented,"['Travel', 'Fitness']","['Sustainability', 'Community']",7,Light,2025-07-25,"1,444,571",9,Social Media,['Ramah Lingkungan'],5,35,Millennial
CUST0273,R* M**** H******* S****,6/6/1983,Male,Single,Phytotherapist,S1,>10M,Islam,Indonesia,Jambi,Banda Aceh,Rural,Dingin,Eco-conscious,"['Travel', 'Fitness']","['Family-first', 'Security']",6,Non-user,2025-08-25,"1,643,050",11,Offline,['Kualitas'],5,42,Millennial
CUST0274,T***** S********,6/21/2003,Male,Single,Chief Financial Officer,D3,>10M,Katolik,Indonesia,Maluku,Sungai Penuh,Urban,Tropis,Family-oriented,"['Finance', 'Tech']","['Efficiency', 'Prestige']",6,Light,2025-11-21,"2,270,349",16,Social Media,['Ramah Lingkungan'],1,22,Gen Z
CUST0275,U***** Y******** S***,4/21/1992,Male,Married,Associate Professor,S2,5-10M,Hindu,Indonesia,Papua,Bau-Bau,Rural,Tropis,Family-oriented,"['Interior', 'Eco Living']","['Family-first', 'Security']",10,Light,2025-10-01,"2,049,784",22,App,['Kualitas'],4,33,Millennial
CUST0276,S***** I********,4/29/2001,Male,Married,Chief of Staff,D3,<5M,Katolik,Indonesia,Kalimantan Timur,Tebingtinggi,Urban,Tropis,Luxury seeker,"['Interior', 'Eco Living']","['Sustainability', 'Community']",3,Non-user,2025-07-17,"588,621",6,App,['Ramah Lingkungan'],4,24,Gen Z
CUST0277,R*** P**** Z******,4/21/1987,Male,Married,"Producer, television/film/video",S2,5-10M,Hindu,Indonesia,Jawa Barat,Batu,Rural,Tropis,Minimalist,"['Finance', 'Tech']","['Sustainability', 'Community']",1,Medium,2025-07-18,"2,128,632",16,Offline,"['Estetika', 'Fungsi']",5,38,Millennial
CUST0278,D*** K********** S***,4/25/1980,Female,Married,Estate manager/land agent,S2,>10M,Budha,Indonesia,Sulawesi Selatan,Bitung,Rural,Dingin,Family-oriented,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",5,Medium,2025-09-29,"2,025,852",7,Social Media,['Ramah Lingkungan'],3,45,Gen X
CUST0279,I** M******,1/30/1983,Male,Married,Museum/gallery exhibitions officer,S1,<5M,Hindu,Indonesia,Maluku Utara,Bima,Urban,Tropis,Minimalist,"['Finance', 'Tech']","['Efficiency', 'Prestige']",3,Medium,2025-12-14,"785,287",1,Offline,['Kualitas'],4,42,Millennial
CUST0280,K**** P******,8/31/2005,Female,Single,Actuary,D3,5-10M,Budha,Indonesia,Jawa Tengah,Sukabumi,Rural,Tropis,Minimalist,"['Interior', 'Eco Living']","['Efficiency', 'Prestige']",6,Non-user,2025-11-12,"1,464,700",5,Offline,['Hemat'],1,20,Gen Z
CUST0281,G******** U***** S****,2/27/2002,Female,Single,Paramedic,S2,5-10M,Katolik,Indonesia,Nusa Tenggara Timur,Palembang,Urban,Tropis,Minimalist,"['Interior', 'Eco Living']","['Family-first', 'Security']",5,Medium,2025-11-13,"2,049,046",23,Social Media,['Ramah Lingkungan'],1,23,Gen Z
CUST0282,C****** M********,5/27/2003,Female,Single,Theme park manager,SMA,<5M,Katolik,Indonesia,DKI Jakarta,Jambi,Urban,Dingin,Luxury seeker,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",2,Light,2025-12-05,"373,826",20,Website,['Kualitas'],3,22,Gen Z
CUST0283,R*** D**** S********* S***,2/8/1993,Male,Single,Fish farm manager,S2,<5M,Islam,Indonesia,Maluku Utara,Pagaralam,Rural,Dingin,Luxury seeker,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",10,Heavy,2025-11-01,"2,294,006",11,Social Media,['Kualitas'],4,32,Millennial
CUST0284,H** I*** P***** M****,6/27/2000,Female,Married,Training and development officer,SMA,5-10M,Katolik,Indonesia,Bali,Tanjungbalai,Suburban,Dingin,Minimalist,"['Parenting', 'Cooking']","['Sustainability', 'Community']",4,Non-user,2025-10-23,"1,918,437",13,Social Media,['Ramah Lingkungan'],2,25,Gen Z
CUST0285,K** X***** P******* M*****,6/17/1986,Female,Married,Nature conservation officer,D3,>10M,Budha,Indonesia,Bengkulu,Kupang,Rural,Tropis,Luxury seeker,"['Finance', 'Tech']","['Freedom', 'Minimalism']",8,Light,2025-08-07,"398,761",18,Social Media,['Hemat'],1,39,Millennial
CUST0286,D** G**** S**********,3/30/1988,Female,Married,Consulting civil engineer,S2,>10M,Kristen,Indonesia,DI Yogyakarta,Subulussalam,Rural,Dingin,Luxury seeker,"['Finance', 'Tech']","['Efficiency', 'Prestige']",7,Light,2025-09-30,"1,496,201",1,Offline,['Ramah Lingkungan'],4,37,Millennial
CUST0287,d*** X***** H********* S****,5/19/1999,Female,Single,Theatre manager,SMA,<5M,Kristen,Indonesia,Kalimantan Barat,Mataram,Suburban,Dingin,Family-oriented,"['Travel', 'Fitness']","['Freedom', 'Minimalism']",7,Medium,2025-07-30,"1,356,745",22,Website,['Hemat'],1,26,Gen Z
CUST0288,W**** W*****,7/5/1980,Female,Single,Risk manager,S1,5-10M,Budha,Indonesia,Banten,Jambi,Suburban,Dingin,Minimalist,"['Parenting', 'Cooking']","['Sustainability', 'Community']",6,Heavy,2025-09-10,"2,151,880",5,App,['Kualitas'],3,45,Gen X
CUST0289,M**** N******,6/5/2001,Female,Single,Soil scientist,S1,>10M,Kristen,Indonesia,Riau,Pagaralam,Urban,Dingin,Minimalist,"['Parenting', 'Cooking']","['Freedom', 'Minimalism']",1,Light,2025-11-13,"906,244",20,App,['Kualitas'],2,24,Gen Z
CUST0290,K**** P****,3/27/1985,Male,Single,"Designer, furniture",S1,>10M,Katolik,Indonesia,Maluku,Bau-Bau,Rural,Dingin,Minimalist,"['Interior', 'Eco Living']","['Sustainability', 'Community']",9,Light,2025-10-29,"2,102,458",0,Website,['Ramah Lingkungan'],3,40,Millennial
